eegRawValue,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
6,84702,87823,5856,17775,10366,20388,8266,3335,forward
11,84702,87823,5856,17775,10366,20388,8266,3335,forward
33,84702,87823,5856,17775,10366,20388,8266,3335,forward
135,84702,87823,5856,17775,10366,20388,8266,3335,forward
64,84702,87823,5856,17775,10366,20388,8266,3335,forward
57,84702,87823,5856,17775,10366,20388,8266,3335,forward
45,84702,87823,5856,17775,10366,20388,8266,3335,forward
29,84702,87823,5856,17775,10366,20388,8266,3335,forward
-5,98166,40903,12740,2112,9144,15833,7599,2893,forward
98,98166,40903,12740,2112,9144,15833,7599,2893,forward
49,98166,40903,12740,2112,9144,15833,7599,2893,forward
-74,98166,40903,12740,2112,9144,15833,7599,2893,forward
154,98166,40903,12740,2112,9144,15833,7599,2893,forward
54,98166,40903,12740,2112,9144,15833,7599,2893,forward
83,98166,40903,12740,2112,9144,15833,7599,2893,forward
69,98166,40903,12740,2112,9144,15833,7599,2893,forward
77,950752,413426,11154,18888,37764,20653,13522,7193,forward
-43,950752,413426,11154,18888,37764,20653,13522,7193,forward
83,950752,413426,11154,18888,37764,20653,13522,7193,forward
1,950752,413426,11154,18888,37764,20653,13522,7193,forward
88,950752,413426,11154,18888,37764,20653,13522,7193,forward
41,950752,413426,11154,18888,37764,20653,13522,7193,forward
54,950752,413426,11154,18888,37764,20653,13522,7193,forward
48,950752,413426,11154,18888,37764,20653,13522,7193,forward
80,950752,413426,11154,18888,37764,20653,13522,7193,forward
108,950752,413426,11154,18888,37764,20653,13522,7193,forward
52,950752,413426,11154,18888,37764,20653,13522,7193,forward
21,127156,10090,321,2536,4590,5791,6412,1867,forward
37,127156,10090,321,2536,4590,5791,6412,1867,forward
-72,127156,10090,321,2536,4590,5791,6412,1867,forward
50,127156,10090,321,2536,4590,5791,6412,1867,forward
104,127156,10090,321,2536,4590,5791,6412,1867,forward
122,127156,10090,321,2536,4590,5791,6412,1867,forward
48,127156,10090,321,2536,4590,5791,6412,1867,forward
-59,127156,10090,321,2536,4590,5791,6412,1867,forward
123,127156,10090,321,2536,4590,5791,6412,1867,forward
87,240502,55470,39080,20004,9154,9050,19610,6375,forward
24,240502,55470,39080,20004,9154,9050,19610,6375,forward
-23,240502,55470,39080,20004,9154,9050,19610,6375,forward
-60,240502,55470,39080,20004,9154,9050,19610,6375,forward
10,240502,55470,39080,20004,9154,9050,19610,6375,forward
71,240502,55470,39080,20004,9154,9050,19610,6375,forward
93,240502,55470,39080,20004,9154,9050,19610,6375,forward
54,240502,55470,39080,20004,9154,9050,19610,6375,forward
39,240502,55470,39080,20004,9154,9050,19610,6375,forward
66,573545,46025,6775,18426,14239,24036,6704,5159,forward
68,573545,46025,6775,18426,14239,24036,6704,5159,forward
72,573545,46025,6775,18426,14239,24036,6704,5159,forward
83,573545,46025,6775,18426,14239,24036,6704,5159,forward
70,573545,46025,6775,18426,14239,24036,6704,5159,forward
98,573545,46025,6775,18426,14239,24036,6704,5159,forward
41,573545,46025,6775,18426,14239,24036,6704,5159,forward
32,573545,46025,6775,18426,14239,24036,6704,5159,forward
42,573545,46025,6775,18426,14239,24036,6704,5159,forward
71,573545,46025,6775,18426,14239,24036,6704,5159,forward
132,573545,46025,6775,18426,14239,24036,6704,5159,forward
51,48812,79533,6744,16638,3791,13976,4600,3624,forward
86,48812,79533,6744,16638,3791,13976,4600,3624,forward
-4,48812,79533,6744,16638,3791,13976,4600,3624,forward
72,48812,79533,6744,16638,3791,13976,4600,3624,forward
43,48812,79533,6744,16638,3791,13976,4600,3624,forward
39,48812,79533,6744,16638,3791,13976,4600,3624,forward
27,48812,79533,6744,16638,3791,13976,4600,3624,forward
