delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,action
26919,18453,86893,940,4502,12067,974,12580,rest
12493,88994,13463,1615,18689,17474,759,5084,rest
12364,76843,30640,1609,9723,16748866,1070,4812,rest
32324,16751251,16752156,2415,6741,82597,1007,6351,rest
206981,16760476,16758125,2639,7448,18852,1059,6641,rest
16752494,19951,69616,2718,9516,19365,898,5520,rest
96332,76109,24346,2843,2884,9172,1718,5720,rest
86245,6457,10965,1193,6540,4579,1400,4560,rest
140847,16764038,15431,1581,6845,18000,178,9257,rest
26356,16747589,16761207,1961,8074,15193,475,15119,rest
11868,16750862,17418,929,9620,9639,1281,2504,rest
16764163,32256,68472,2066,5133,14828,1025,6011,rest
16751744,17244,29360,2365,9381,14508,979,5844,rest
18144,27863,16751676,7427,8463,26825,1504,5009,rest
59980,4743,17393,4161,7567,4289,1609,5675,rest
65569,4828,27474,2649,6749,21358,802,16912,rest
44529,6078,16757117,2910,3853,16746571,2493,5931,rest
32788,21310,16750454,2085,9037,20658,1685,4205,rest
25897,13814,16763931,1910,23450,16747691,1385,9848,rest
16744395,9774,29027,2382,7750,15465,450,7118,rest
16767827,10379,16488,1508,6193,16079,481,3344,rest
74802,23555,23899,1200,7225,16755215,1802,3542,rest
16756828,16745104,16768023,2007,3229,10424,1147,5600,rest
16747396,16761153,29666,1764,17296,16771150,737,9138,rest
23408,16763039,9404,2925,2065,15146,1348,10829,rest
15811,31500,28434,1257,3244,24548,456,6935,rest
80040,77948,20411,2494,6831,25562,162,9195,rest
16760106,16744562,28385,2210,8037,7646,1791,2559,rest
70155,17371,11734,1693,6280,23096,763,16986,rest
16752042,17412,16764746,2381,10482,13231,1007,4303,rest
16767273,31585,16747711,3034,7355,18013,794,2998,rest
16773178,28417,21775,1384,6684,10139,1085,14524,rest
16766090,16749910,16766427,1432,7726,9902,1128,4215,rest
20884,16745957,4598,4352,14499,4873,341,6017,rest
26002,15393,13677,3043,5024,8305,765,6522,rest
27923,23207,27491,2599,4185,7910,1617,5421,rest
16759929,22871,16748762,2575,4899,4698,1297,3945,rest
16749483,23281,18774,3603,11709,28543,1005,12990,rest
16753224,12743,18640,5788,4348,8067,592,12591,rest
503626,16759983,98229,21230,24683,14603,12152,9969,rest
341094,30213,67774,23370,7455,8850,6249,12284,rest
16750213,19788,32075,6661,9852,19444,435,5182,rest
76209,15761,88679,4268,9048,16764101,4083,4358,rest
79328,14175,16745416,1985,7994,6728,719,4302,rest
50826,27543,16755617,6779,2539,18507,1586,5412,rest
16759894,22180,16662,2331,16520,16751928,1943,2704,rest
16755584,16749017,31836,4025,16155,7857,889,6064,rest
26582,31596,17156,451,3501,10645,1099,8954,rest
19871,75430,16770043,2743,10752,9852,1180,6044,rest
16765068,16775265,23408,3311,32542,15719,1344,14414,rest
16758403,16760570,16765058,4356,15574,16744825,2867,2067,rest
8902,15065,16752383,3519,13998,16496,1636,12798,rest
95452,7322,22908,715,8663,15789,680,7887,rest
4062,24039,5410,2382,3100,16755610,2326,8563,rest
16753624,16751330,11772,2103,5900,28947,1359,4972,rest
122658,28049,16767955,2454,12823,71441,949,11312,rest
24288,6138,16750918,2348,6800,7519,1077,3116,rest
16798,21869,16744701,2734,6803,19025,154,3986,rest
16756596,14220,27487,1361,3061,19042,1396,10318,rest
27340,16768547,25169,1271,5702,16763993,919,5870,rest
16767984,4213,16163,1567,7839,4846,934,5588,rest
22865,13517,21145,1958,4638,6743,2328,5169,rest
6594,13697,32453,1942,3627,27299,2649,5695,rest
38467,5051,16744483,3773,11060,8747,1010,5787,rest
16752647,27946,16760203,907,8203,23864,836,7853,rest
17312,5343,12137,1372,5896,2941,1055,3716,rest
16748098,8457,16762198,1125,12102,30917,570,2725,rest
22777,2841,20881,2702,4084,9125,940,5464,rest
28938,73590,86893,2719,3480,27124,1309,11049,rest
16772533,6909,22878,2191,13603,29344,3505,7958,rest
16760720,28890,16750915,2139,8497,20199,456,4637,rest
29305,20362,70425,2414,2710,15844,579,3030,rest
82705,16746173,24897,3030,10996,22845,1619,7301,rest
5190,24241,16762243,676,4536,12143,1573,5840,rest
29440,4073,16749875,1478,2195,9077,908,5319,rest
28485,2777,16769147,4300,5418,21408,645,7749,rest
31778,17485,12120,1788,6328,27433,996,7785,rest
16751287,69986,31096,2180,11768,31331,1114,7376,rest
79651,28530,22851,1407,16046,7363,2238,5935,rest
37557,16751079,16755713,2485,3217,27675,612,7871,rest
10811,18922,30791,1516,11648,12344,1696,8041,rest
